,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,0.0015964021319101057,-0.0012973117929317873,-0.00299779532537605,-0.0004845028109567285,-0.0002769384920438331,-0.00020417682612336674,9.556978591142328e-05,0.0003855455322557764,-0.0004845028109567289,-0.0004845028109567285
db2,-0.0012973117929317873,0.002687509814810106,0.004639543035380683,0.0003689820363396751,-4.406236140802933e-06,9.787200107215644e-05,-6.45217742997349e-05,-2.8943990631618125e-05,0.0003689820363396753,0.0003689820363396751
sp,-0.00299779532537605,0.004639543035380683,0.01063906496843908,0.0005103039269713607,0.00043390369694630755,-0.00023865239989352439,0.00020752022191894025,-0.00040277151897172276,0.0005103039269713607,0.0005103039269713607
base_v,-0.0004845028109567285,0.0003689820363396751,0.0005103039269713607,0.09737293697641866,7.628434752054483e-05,0.00014843836474986476,-8.774968025711788e-05,-0.0001369730320132936,0.09737293697641866,0.09737293697641866
choice_probs[0],-0.0002769384920438331,-4.406236140802933e-06,0.00043390369694630755,7.628434752054483e-05,0.00011161356990916796,-1.4611816582597376e-05,2.41418733915415e-05,-0.00012114362671811205,7.62843475205449e-05,7.628434752054483e-05
choice_probs[1],-0.00020417682612336674,9.787200107215644e-05,-0.00023865239989352439,0.00014843836474986476,-1.4611816582597376e-05,0.0001774154427173184,-0.00011533054812243284,-4.74730780122881e-05,0.0001484383647498647,0.00014843836474986476
choice_probs[2],9.556978591142328e-05,-6.45217742997349e-05,0.00020752022191894025,-8.774968025711788e-05,2.41418733915415e-05,-0.00011533054812243284,7.71117504538568e-05,1.4076924277034456e-05,-8.774968025711795e-05,-8.774968025711788e-05
choice_probs[3],0.0003855455322557764,-2.8943990631618125e-05,-0.00040277151897172276,-0.0001369730320132936,-0.00012114362671811205,-4.74730780122881e-05,1.4076924277034456e-05,0.0001545397804533657,-0.00013697303201329347,-0.0001369730320132936
rt_alpha,-0.0004845028109567289,0.0003689820363396753,0.0005103039269713607,0.09737293697641866,7.62843475205449e-05,0.0001484383647498647,-8.774968025711795e-05,-0.00013697303201329347,0.09737293697641865,0.09737293697641865
rt_beta,-0.0004845028109567285,0.0003689820363396751,0.0005103039269713607,0.09737293697641866,7.628434752054483e-05,0.00014843836474986476,-8.774968025711788e-05,-0.0001369730320132936,0.09737293697641865,0.09737293697641865
